Year,Player,Salary,Position,Team
1988,Benny Distefano,62500,First Baseman,Pittsburgh Pirates
1988,Tom Prince,62500,Catcher,Pittsburgh Pirates
1988,Charlie Hough,1000000,Pitcher,Texas Rangers
1988,Pete O'Brien,612500,First Baseman,Texas Rangers
1988,Scott Fletcher,575000,Shortstop,Texas Rangers
1988,Cecilio Guante,380000,Pitcher,Texas Rangers
1988,Pete Incaviglia,275000,Outfielder,Texas Rangers
1988,Curtis Wilkerson,252500,Second Baseman,Texas Rangers
1988,Oddibe McDowell,250000,Outfielder,Texas Rangers
1988,Ruben Sierra,230000,Outfielder,Texas Rangers
1988,Mitch Williams,205000,Pitcher,Texas Rangers
1988,Guy Hoffman,200000,Pitcher,Texas Rangers
1988,Jeff Russell,195000,Pitcher,Texas Rangers
1988,Ed Vande Berg,191000,Pitcher,Texas Rangers
1988,Steve Buechele,185000,Third Baseman,Texas Rangers
1988,Jose Guzman,170000,Pitcher,Texas Rangers
1988,Craig McMurtry,150000,Pitcher,Texas Rangers
1988,Geno Petralli,140000,Catcher,Texas Rangers
1988,Ed Correa,130000,Pitcher,Texas Rangers
1988,Bobby Witt,130000,Pitcher,Texas Rangers
1988,Bob Brower,98000,Outfielder,Texas Rangers
1988,Paul Kilgus,85000,Pitcher,Texas Rangers
1988,Mike Stanley,84000,Catcher,Texas Rangers
1988,Barbaro Garbey,80000,Outfielder,Texas Rangers
1988,Brad Arnsberg,70000,Pitcher,Texas Rangers
1988,Jeff Kunkel,67500,Second Baseman,Texas Rangers
1988,Ray Hayward,65000,Pitcher,Texas Rangers
1988,Jose Cecena,62500,Pitcher,Texas Rangers
1988,Cecil Espy,62500,Outfielder,Texas Rangers
1988,Jim Sundberg,62500,Catcher,Texas Rangers
1988,Leon Durham,1383333,First Baseman,Cincinnati Reds
1988,Eric Davis,899000,Outfielder,Cincinnati Reds
1988,Bo Diaz,850000,Catcher,Cincinnati Reds
1988,John Franco,675000,Pitcher,Cincinnati Reds
1988,Nick Esasky,460000,First Baseman,Cincinnati Reds
1988,Tom Browning,442500,Pitcher,Cincinnati Reds
1988,Frank Williams,442500,Pitcher,Cincinnati Reds
1988,Danny Jackson,390000,Pitcher,Cincinnati Reds
1988,Ron Robinson,390000,Pitcher,Cincinnati Reds
1988,Dave Concepcion,370000,Second Baseman,Cincinnati Reds
1988,Ron Oester,290000,Second Baseman,Cincinnati Reds
1988,Kal Daniels,185000,Outfielder,Cincinnati Reds
1988,Dave Collins,175000,Outfielder,Cincinnati Reds
1988,Rob Murphy,175000,Pitcher,Cincinnati Reds
1988,Barry Larkin,152500,Shortstop,Cincinnati Reds
1988,Herm Winningham,140000,Outfielder,Cincinnati Reds
1988,Jose Rijo,127500,Pitcher,Cincinnati Reds
1988,Randy St. Claire,100000,Pitcher,Cincinnati Reds
1988,Paul O'Neill,97500,Outfielder,Cincinnati Reds
1988,Jeff Reed,90000,Catcher,Cincinnati Reds
1988,Lloyd McClendon,75000,Outfielder,Cincinnati Reds
1988,Luis Quinones,74000,Shortstop,Cincinnati Reds
1988,Tim Birtsas,70000,Pitcher,Cincinnati Reds
1988,Jeff Treadway,65000,Second Baseman,Cincinnati Reds
1988,Norm Charlton,62500,Pitcher,Cincinnati Reds
1988,Rob Dibble,62500,Pitcher,Cincinnati Reds
1988,Ken Griffey Sr.,62500,Outfielder,Cincinnati Reds
1988,Chris Sabo,62500,Third Baseman,Cincinnati Reds
1988,Jim Rice,2214865,Outfielder,Boston Red Sox
1988,Wade Boggs,1700000,Third Baseman,Boston Red Sox
1988,Dwight Evans,1600000,Outfielder,Boston Red Sox
1988,Roger Clemens,1500000,Pitcher,Boston Red Sox
1988,Bob Stanley,1060000,Pitcher,Boston Red Sox
1988,Rich Gedman,952727,Catcher,Boston Red Sox
1988,Bruce Hurst,900000,Pitcher,Boston Red Sox
1988,Mike Boddicker,850000,Pitcher,Boston Red Sox
1988,Lee Smith,850000,Pitcher,Boston Red Sox
1988,Marty Barrett,675000,Second Baseman,Boston Red Sox
1988,Dennis Boyd,550000,Pitcher,Boston Red Sox
1988,Spike Owen,525000,Shortstop,Boston Red Sox
1988,Ed Romero,415000,Third Baseman,Boston Red Sox
1988,Mike Smithson,395000,Pitcher,Boston Red Sox
1988,Dennis Lamp,235000,Pitcher,Boston Red Sox
1988,Mike Greenwell,230000,Outfielder,Boston Red Sox
1988,Jeff Sellers,135000,Pitcher,Boston Red Sox
1988,Ellis Burks,125000,Outfielder,Boston Red Sox
1988,Wes Gardner,117000,Pitcher,Boston Red Sox
1988,Todd Benzinger,88000,Outfielder,Boston Red Sox
1988,Rob Woodward,85000,Pitcher,Boston Red Sox
1988,Kevin Romine,77500,Outfielder,Boston Red Sox
1988,Tom Bolton,75000,Pitcher,Boston Red Sox
1988,Jody Reed,64500,Shortstop,Boston Red Sox
1988,Rick Cerone,62500,Catcher,Boston Red Sox
1988,Larry Parrish,62500,First Baseman,Boston Red Sox
1988,George Brett,2138661,First Baseman,Kansas City Royals
1988,Willie Wilson,1383712,Outfielder,Kansas City Royals
1988,Charlie Leibrandt,1250000,Pitcher,Kansas City Royals
1988,Bret Saberhagen,1150000,Pitcher,Kansas City Royals
1988,Floyd Bannister,950000,Pitcher,Kansas City Royals
1988,Frank White,825000,Second Baseman,Kansas City Royals
1988,Pat Tabler,800000,Outfielder,Kansas City Royals
1988,Mark Gubicza,635000,Pitcher,Kansas City Royals
1988,Bo Jackson,383000,Outfielder,Kansas City Royals
1988,Jamie Quirk,335000,Catcher,Kansas City Royals
1988,Danny Tartabull,330000,Outfielder,Kansas City Royals
1988,Steve Farr,225000,Pitcher,Kansas City Royals
1988,Kevin Seltzer,175000,Third Baseman,Kansas City Royals
1988,Kurt Stillwell,137500,Shortstop,Kansas City Royals
1988,Brad Wellman,125000,Second Baseman,Kansas City Royals
1988,Jerry Don Gleaton,120000,Pitcher,Kansas City Royals
1988,Larry Owen,110000,Catcher,Kansas City Royals
1988,Jim Eisenreich,90000,Outfielder,Kansas City Royals
1988,Ed Hearn,80000,Catcher,Kansas City Royals
1988,Bill Pecota,65000,Shortstop,Kansas City Royals
1988,Jeff Montgomery,63500,Pitcher,Kansas City Royals
1988,Luis Aquino,62500,Pitcher,Kansas City Royals
1988,Bill Buckner,62500,First Baseman,Kansas City Royals
1988,Israel Sanchez,62500,Pitcher,Kansas City Royals
1988,Jack Morris,1988000,Pitcher,Detroit Tigers
1988,Fred Lynn,1790000,Outfielder,Detroit Tigers
1988,Guillermo Hernandez,1210000,Pitcher,Detroit Tigers
1988,Frank Tanana,1100000,Pitcher,Detroit Tigers
1988,Alan Trammell,1000000,Shortstop,Detroit Tigers
1988,Lou Whitaker,975000,Second Baseman,Detroit Tigers
1988,Darrell Evans,885000,First Baseman,Detroit Tigers
1988,Chet Lemon,828571,Outfielder,Detroit Tigers
1988,Doyle Alexander,700000,Pitcher,Detroit Tigers
1988,Walt Terrell,665000,Pitcher,Detroit Tigers
1988,Ted Power,575000,Pitcher,Detroit Tigers
1988,Ray Knight,525000,First Baseman,Detroit Tigers
1988,Mike Heath,400000,Catcher,Detroit Tigers
1988,Larry Herndon,400000,Outfielder,Detroit Tigers
1988,Gary Pettis,400000,Outfielder,Detroit Tigers
1988,Dwayne Murphy,375000,Outfielder,Detroit Tigers
1988,Tom Brookens,362500,Third Baseman,Detroit Tigers
1988,Dave Bergman,360000,First Baseman,Detroit Tigers
1988,Pat Sheridan,343000,Outfielder,Detroit Tigers
1988,Matt Nokes,165000,Catcher,Detroit Tigers
1988,Luis Salazar,150000,Outfielder,Detroit Tigers
1988,Mike Henneman,115000,Pitcher,Detroit Tigers
1988,Jeff M. Robinson,95000,Pitcher,Detroit Tigers
1988,Paul Gibson,65000,Pitcher,Detroit Tigers
1988,Don Heinkel,62500,Pitcher,Detroit Tigers
1988,Steve Searcy,62500,Pitcher,Detroit Tigers
1988,Frank Viola,1500000,Pitcher,Minnesota Twins
1988,Gary Gaetti,1425000,Third Baseman,Minnesota Twins
1988,Kent Hrbek,1410000,First Baseman,Minnesota Twins
1988,Kirby Puckett,1090000,Outfielder,Minnesota Twins
1988,Bert Blyleven,1000000,Pitcher,Minnesota Twins
1988,Jeff Reardon,900000,Pitcher,Minnesota Twins
1988,Tommy Herr,875000,Second Baseman,Minnesota Twins
1988,Juan Berenguer,500000,Pitcher,Minnesota Twins
1988,Greg Gagne,440000,Shortstop,Minnesota Twins
1988,Dan Gladden,360000,Outfielder,Minnesota Twins
1988,Randy Bush,350000,Outfielder,Minnesota Twins
1988,Keith Atherton,345000,Pitcher,Minnesota Twins
1988,Tim Laudner,307500,Catcher,Minnesota Twins
1988,Jim Dwyer,300000,Outfielder,Minnesota Twins
1988,Charlie Lea,167500,Pitcher,Minnesota Twins
1988,Jim Winn,165000,Pitcher,Minnesota Twins
1988,Steve Lombardozzi,152500,Second Baseman,Minnesota Twins
1988,John Moses,100000,Outfielder,Minnesota Twins
1988,Al Newman,100000,Third Baseman,Minnesota Twins
1988,Les Straker,93000,Pitcher,Minnesota Twins
1988,Brian Harper,90000,Catcher,Minnesota Twins
1988,Gene Larkin,83000,First Baseman,Minnesota Twins
1988,Allan Anderson,70000,Pitcher,Minnesota Twins
1988,John Christensen,70000,Outfielder,Minnesota Twins
1988,Mark Portugal,68800,Pitcher,Minnesota Twins
1988,Roy Smith,65000,Pitcher,Minnesota Twins
1988,Fred Toliver,65000,Pitcher,Minnesota Twins
1988,German Gonzalez,62500,Pitcher,Minnesota Twins
1988,Harold Baines,1000000,Outfielder,Chicago White Sox
1988,Carlton Fisk,700000,Catcher,Chicago White Sox
1988,Greg Walker,682452,First Baseman,Chicago White Sox
1988,Ozzie Guillen,537500,Shortstop,Chicago White Sox
1988,Jerry Reuss,400000,Pitcher,Chicago White Sox
1988,Donnie Hill,275000,Second Baseman,Chicago White Sox
1988,Steve Lyons,220000,Third Baseman,Chicago White Sox
1988,Dan Pasqua,190000,Outfielder,Chicago White Sox
1988,Mark Salas,185000,Catcher,Chicago White Sox
1988,Bill Long,177500,Pitcher,Chicago White Sox
1988,Mike Diaz,172500,First Baseman,Chicago White Sox
1988,Fred Manrique,152500,Second Baseman,Chicago White Sox
1988,Daryl Boston,145000,Outfielder,Chicago White Sox
1988,Kenny Williams,142000,Outfielder,Chicago White Sox
1988,Ivan Calderon,140000,Outfielder,Chicago White Sox
1988,Barry Jones,90000,Outfielder,Chicago White Sox
1988,Bobby Thigpen,70000,Pitcher,Chicago White Sox
1988,John Davis,65000,Pitcher,Chicago White Sox
1988,Jeff Bittiger,62500,Pitcher,Chicago White Sox
1988,Dave Gallagher,62500,Outfielder,Chicago White Sox
1988,Jerry Hairston Jr.,62500,Outfielder,Chicago White Sox
1988,Jack McDowell,62500,Pitcher,Chicago White Sox
1988,Russ Morman,62500,First Baseman,Chicago White Sox
1988,Donn Pall,62500,Pitcher,Chicago White Sox
1988,Kelly Paris,62500,First Baseman,Chicago White Sox
1988,Melido Perez,62500,Pitcher,Chicago White Sox
1988,Steve Rosenberg,62500,Pitcher,Chicago White Sox
1988,Jack Clark,2000000,Outfielder,New York Yankees
1988,Don Mattingly,2000000,First Baseman,New York Yankees
1988,Dave Winfield,1983652,Outfielder,New York Yankees
1988,Rickey Henderson,1770000,Outfielder,New York Yankees
1988,Dave Righetti,1300000,Pitcher,New York Yankees
1988,Richard Dotson,900000,Pitcher,New York Yankees
1988,Rick Rhoden,900000,Pitcher,New York Yankees
1988,Willie Randolph,875000,Second Baseman,New York Yankees
1988,Ron Guidry,825000,Pitcher,New York Yankees
1988,John Candelaria,700000,Pitcher,New York Yankees
1988,Gary Ward,625000,Outfielder,New York Yankees
1988,Don Slaught,531500,Catcher,New York Yankees
1988,Mike Pagliarulo,500000,Third Baseman,New York Yankees
1988,Claudell Washington,480000,Outfielder,New York Yankees
1988,Tommy John,475000,Pitcher,New York Yankees
1988,Charles Hudson,450000,Pitcher,New York Yankees
1988,Rafael Santana,425000,Shortstop,New York Yankees
1988,Ken Phelps,410000,First Baseman,New York Yankees
1988,Wayne Tolleson,410000,Second Baseman,New York Yankees
1988,Luis Aguayo,375000,Third Baseman,New York Yankees
1988,Neil Allen,250000,Pitcher,New York Yankees
1988,Bobby Meacham,212500,Shortstop,New York Yankees
1988,Dale Mohorcic,157500,Pitcher,New York Yankees
1988,Steve Shields,110000,Pitcher,New York Yankees
1988,Joel Skinner,110000,Catcher,New York Yankees
1988,Roberto Kelly,67000,Outfielder,New York Yankees
1988,Al Leiter,67000,Pitcher,New York Yankees
1989,Mike Witt,1400000,Pitcher,Los Angeles Angels
1989,Chili Davis,1275000,Outfielder,Los Angeles Angels
1989,Brian Downing,1250000,Outfielder,Los Angeles Angels
1989,Bert Blyleven,1225000,Pitcher,Los Angeles Angels
1989,Lance Parrish,1000000,Catcher,Los Angeles Angels
1989,Claudell Washington,975000,Outfielder,Los Angeles Angels
1989,Wally Joyner,920000,First Baseman,Los Angeles Angels
1989,Dick Schofield,908333,Shortstop,Los Angeles Angels
1989,Johnny Ray,850000,Second Baseman,Los Angeles Angels
1989,Dan Petry,785000,Pitcher,Los Angeles Angels
1989,Greg Minton,630000,Pitcher,Los Angeles Angels
1989,Jack Howell,465000,Third Baseman,Los Angeles Angels
1989,Tony Rafael Armas,425000,Outfielder,Los Angeles Angels
1989,Kirk McCaskill,400000,Pitcher,Los Angeles Angels
1989,Bill Schroeder,372500,Catcher,Los Angeles Angels
1989,Devon White,320000,Outfielder,Los Angeles Angels
1989,Willie Fraser,200000,Pitcher,Los Angeles Angels
1989,Bob McClure,200000,Pitcher,Los Angeles Angels
1989,Chuck Finley,180000,Pitcher,Los Angeles Angels
1989,Bryan Harvey,170000,Pitcher,Los Angeles Angels
1989,Glenn Hoffman,160000,Second Baseman,Los Angeles Angels
1989,Mark McLemore,155000,Second Baseman,Los Angeles Angels
1989,Jim Eppard,91000,Outfielder,Los Angeles Angels
1989,Terry Clark,85000,Pitcher,Los Angeles Angels
1989,Jim Abbott,68000,Pitcher,Los Angeles Angels
1989,Kent Anderson,68000,Shortstop,Los Angeles Angels
1989,Dante Bichette,68000,Outfielder,Los Angeles Angels
1989,Vance Lovelace,68000,Pitcher,Los Angeles Angels
1989,Mike Scott,1300000,Pitcher,Houston Astros
1989,Jim Clancy,1150000,Pitcher,Houston Astros
1989,Dave Smith,1100000,Pitcher,Houston Astros
1989,Glenn Davis,1085000,First Baseman,Houston Astros
1989,Bob Knepper,1000000,Pitcher,Houston Astros
1989,Rafael Ramirez,1000000,Shortstop,Houston Astros
1989,Terry Puhl,950000,Outfielder,Houston Astros
1989,Brian Bass,940000,Outfielder,Houston Astros
1989,Bill Doran,933000,Second Baseman,Houston Astros
1989,Rick Rhoden,900000,Pitcher,Houston Astros
1989,Danny Darwin,775000,Pitcher,Houston Astros
1989,Alan Ashby,550000,Catcher,Houston Astros
1989,Billy Hatcher,495000,Outfielder,Houston Astros
1989,Juan Agosto,480000,Pitcher,Houston Astros
1989,Jim Deshaies,470000,Pitcher,Houston Astros
1989,Bob Forsch,450000,Pitcher,Houston Astros
1989,Craig Reynolds,450000,Shortstop,Houston Astros
1989,Larry Andersen,425000,Pitcher,Houston Astros
1989,Alex Trevino,350000,Catcher,Houston Astros
1989,Steve Lombardozzi,222500,Second Baseman,Houston Astros
1989,Dan Schatzeder,220000,Pitcher,Houston Astros
1989,Harry Spilman,150000,First Baseman,Houston Astros
1989,Gerald Young,150000,Outfielder,Houston Astros
1989,Dave Meads,92500,Pitcher,Houston Astros
1989,Ken Caminiti,83000,Third Baseman,Houston Astros
1989,Craig Biggio,78000,Catcher,Houston Astros
1989,Louie Meadows,72000,Outfielder,Houston Astros
1989,Dave Stapleton,72000,Pitcher,Houston Astros
1989,Blaise Ilsley,68000,Pitcher,Houston Astros
1989,Jose Canseco,1600000,Outfielder,Oakland Athletics
1989,Carney Lansford,1275000,Third Baseman,Oakland Athletics
1989,Bob Welch,1205333,Pitcher,Oakland Athletics
1989,Mike Moore,1191666,Pitcher,Oakland Athletics
1989,Dave Stewart,950000,Pitcher,Oakland Athletics
1989,Dave Parker,875000,Outfielder,Oakland Athletics
1989,Dave Henderson,850000,Outfielder,Oakland Athletics
1989,Dennis Eckersley,812500,Pitcher,Oakland Athletics
1989,Rick Honeycutt,650000,Pitcher,Oakland Athletics
1989,Ron Hassey,600000,Catcher,Oakland Athletics
1989,Gene Nelson,600000,Pitcher,Oakland Athletics
1989,Storm Davis,587500,Pitcher,Oakland Athletics
1989,Curt Young,572500,Pitcher,Oakland Athletics
1989,Mark McGwire,410000,First Baseman,Oakland Athletics
1989,Glenn Hubbard,375000,Second Baseman,Oakland Athletics
1989,Tony Phillips,300000,Second Baseman,Oakland Athletics
1989,Terry Steinbach,235000,Catcher,Oakland Athletics
1989,Mike Gallego,207500,Second Baseman,Oakland Athletics
1989,Eric Plunk,200000,Pitcher,Oakland Athletics
1989,Walt Weiss,190000,Second Baseman,Oakland Athletics
1989,Stan Javier,157500,Outfielder,Oakland Athletics
1989,Greg Cadaret,150000,Pitcher,Oakland Athletics
1989,Luis Polonia,147500,Outfielder,Oakland Athletics
1989,Todd Burns,100000,Pitcher,Oakland Athletics
1989,Matt Sinatro,80000,Catcher,Oakland Athletics
1989,Matt Young,75000,Pitcher,Oakland Athletics
1989,Jim Corsi,70000,Pitcher,Oakland Athletics
1989,Ozzie Canseco,68000,Outfielder,Oakland Athletics
1989,Felix Jose,68000,Outfielder,Oakland Athletics
1989,George Bell,1900000,Outfielder,Toronto Blue Jays
1989,Jimmy Key,1766666,Pitcher,Toronto Blue Jays
1989,Dave Stieb,1500000,Pitcher,Toronto Blue Jays
1989,Tony Fernandez,1400000,Shortstop,Toronto Blue Jays
1989,Lloyd Moseby,1375000,Outfielder,Toronto Blue Jays
1989,Jesse Barfield,1300000,Outfielder,Toronto Blue Jays
1989,Tom Henke,975000,Pitcher,Toronto Blue Jays
1989,Mike Flanagan,887500,Pitcher,Toronto Blue Jays
1989,Ernie Whitt,800000,Catcher,Toronto Blue Jays
1989,Rance Mulliniks,650000,Third Baseman,Toronto Blue Jays
1989,Jim Acker,469000,Pitcher,Toronto Blue Jays
1989,Kelly Gruber,462500,Third Baseman,Toronto Blue Jays
1989,Bob Brenly,450000,Catcher,Toronto Blue Jays
1989,John Cerutti,417000,Pitcher,Toronto Blue Jays
1989,Fred McGriff,300000,First Baseman,Toronto Blue Jays
1989,Jeff Musselman,200000,Pitcher,Toronto Blue Jays
1989,Tom Lawless,175000,Third Baseman,Toronto Blue Jays
1989,Duane Ward,168500,Pitcher,Toronto Blue Jays
1989,Manuel Lee,160000,Shortstop,Toronto Blue Jays
1989,Nelson Liriano,112500,Second Baseman,Toronto Blue Jays
1989,David Wells,107000,Pitcher,Toronto Blue Jays
1989,Pat Borders,101000,Catcher,Toronto Blue Jays
1989,Jose Nunez,96000,Pitcher,Toronto Blue Jays
1989,Todd Stottlemyre,85000,Pitcher,Toronto Blue Jays
1989,Rob Ducey,84000,Outfielder,Toronto Blue Jays
1989,Tony Castillo,68000,Pitcher,Toronto Blue Jays
1989,Dale Murphy,2000000,Outfielder,Atlanta Braves
1989,Bruce Sutter,1729167,Pitcher,Atlanta Braves
1989,Jody Davis,886667,Catcher,Atlanta Braves
1989,Gerald Perry,662500,First Baseman,Atlanta Braves
1989,Andres Thomas,460000,Shortstop,Atlanta Braves
1989,Zane Smith,450000,Pitcher,Atlanta Braves
1989,Dion James,400000,Outfielder,Atlanta Braves
1989,Bruce Benedict,345000,Catcher,Atlanta Braves
1989,Charlie Puleo,325000,Pitcher,Atlanta Braves
1989,Darrell Evans,322500,First Baseman,Atlanta Braves
1989,Mark Eichhorn,272500,Pitcher,Atlanta Braves
1989,Lonnie Smith,250000,Outfielder,Atlanta Braves
1989,Paul Assenmacher,181000,Pitcher,Atlanta Braves
1989,John Russell,145000,Catcher,Atlanta Braves
1989,Jose Alvarez,125000,Pitcher,Atlanta Braves
1989,Ron Gant,125000,Third Baseman,Atlanta Braves
1989,Pete Smith,125000,Pitcher,Atlanta Braves
1989,Tom Glavine,117500,Pitcher,Atlanta Braves
1989,Jeff Treadway,95000,Second Baseman,Atlanta Braves
1989,Jeff Blauser,82000,Shortstop,Atlanta Braves
1989,Joe Boever,82000,Pitcher,Atlanta Braves
1989,Tommy Gregg,82000,Outfielder,Atlanta Braves
1989,John Smoltz,82000,Pitcher,Atlanta Braves
1989,Geronimo Berroa,70500,Outfielder,Atlanta Braves
1989,Gary Eave,68000,Pitcher,Atlanta Braves
1989,Derek Lilliquist,68000,Pitcher,Atlanta Braves
1989,Teddy Higuera,1525000,Pitcher,Milwaukee Brewers
1989,Paul Molitor,1400000,Third Baseman,Milwaukee Brewers
1989,Robin Yount,1150000,Outfielder,Milwaukee Brewers
1989,Jim Gantner,800000,Second Baseman,Milwaukee Brewers
1989,Rob Deer,760000,Outfielder,Milwaukee Brewers
1989,Dan Plesac,725000,Pitcher,Milwaukee Brewers
1989,Greg Brock,700000,First Baseman,Milwaukee Brewers
1989,Bill Wegman,425000,Pitcher,Milwaukee Brewers
1989,Juan Nieves,370000,Pitcher,Milwaukee Brewers
1989,Paul Mirabella,230000,Pitcher,Milwaukee Brewers
1989,Chuck Crim,205000,Pitcher,Milwaukee Brewers
1989,Terry Francona,185000,First Baseman,Milwaukee Brewers
1989,B.J. Surhoff,175000,Catcher,Milwaukee Brewers
1989,Chris Bosio,172500,Pitcher,Milwaukee Brewers
1989,Glenn Braggs,165000,Outfielder,Milwaukee Brewers
1989,Dave Engle,165000,Catcher,Milwaukee Brewers
1989,Mike Birkbeck,140000,Pitcher,Milwaukee Brewers
1989,Don August,125000,Pitcher,Milwaukee Brewers
1989,Gus Polidor,120000,Shortstop,Milwaukee Brewers
1989,Mike Felder,97500,Outfielder,Milwaukee Brewers
1989,Joey Meyer,95000,First Baseman,Milwaukee Brewers
1989,Juan B. Castillo,92000,Second Baseman,Milwaukee Brewers
1989,Charlie O'Brien,90000,Catcher,Milwaukee Brewers
1989,Mark Knudson,85000,Pitcher,Milwaukee Brewers
1989,Jim Adduci,80000,First Baseman,Milwaukee Brewers
1989,Gary Sheffield,80000,Shortstop,Milwaukee Brewers
1989,Bryan Clutterbuck,73000,Pitcher,Milwaukee Brewers
1989,Ruben Rodriguez,72000,Catcher,Milwaukee Brewers
1989,Jay Aldrich,71000,Pitcher,Milwaukee Brewers
1989,Ozzie Smith,2340000,Shortstop,St. Louis Cardinals
1989,Pedro Guerrero,1833333,First Baseman,St. Louis Cardinals
1989,Willie McGee,1400000,Outfielder,St. Louis Cardinals
1989,Tom Brunansky,1240000,Outfielder,St. Louis Cardinals
1989,Tony Pena Sr.,1100000,Catcher,St. Louis Cardinals
1989,Ken Dayley,925000,Pitcher,St. Louis Cardinals
1989,Todd Worrell,875000,Pitcher,St. Louis Cardinals
